topic,Premise,Conclusion,Validity,Validity-Confidence,Novelty,Novelty-Confidence
US offshore oil drilling,"Offshore oil production makes economic sense. It creates jobs and helps fulfill America's vast energy needs. It contributes to the gross domestic product and does not increase the trade deficit. Higher oil supply helps keep a lid on rising prices, and greater American production gives the United States more influence over the global market.",Offshore oil drilling creates jobs and increases energy consumption.,-1,majority,-1,very confident
US offshore oil drilling,"While some contend that oil rigs are ugly to look at from the coast, this is not necessarily the case for everyone. Many like the imaginative stimulation it provides, as it forces one to contemplate a rig drilling thousands of feet to a reservoir below and to contemplate the energy demands of modern society. This need not be a painful ""eye-sore"", and can often be quite pleasant.",Many people like the visual stimulation offshore oil drilling provides.,1,very confident,-1,very confident
US offshore oil drilling,"Not all offshore oil rigs are visible from coastlines. Many are too far to see, and so do not represent an eyesore for residents, tourists, beach-goers or anyone else.","Torture is not punishment, but a measure to protect innocent civilians",-1,very confident,-1,very confident
US offshore oil drilling,"Not all offshore oil rigs are visible from coastlines. Many are too far to see, and so do not represent an eyesore for residents, tourists, beach-goers or anyone else.",Deepsea oil rigs are out of the view of coastal populations.,1,very confident,1,majority
US offshore oil drilling,"Not all offshore oil rigs are visible from coastlines. Many are too far to see, and so do not represent an eyesore for residents, tourists, beach-goers or anyone else.",Offshore oil rigs are not visible from coastline,1,majority,-1,very confident
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.",Offshore drilling is a cost-effective solution to US energy crisis,-1,very confident,-1,majority
US offshore oil drilling,"Offshore oil rigs in the western Gulf of Mexico, one of the exceptions to the ban imposed by Congress, endured Hurricane Katrina without spills.",KSM will almost certainly be convicted in NY civilian courts,-1,very confident,-1,very confident
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.",US oil crisis warrants drastic action and offshore oil drilling,1,very confident,-1,majority
US offshore oil drilling,"Renewable energy is not yet an adequate alternative to oil. While the transition is made to renewable energy in the long-run, other offshore oil and gas alternatives should be found in the short-to-medium run.",Offshore oil addresses energy shortages better than most renewables,-1,majority,-1,very confident
US offshore oil drilling,"Renewable energy is not yet an adequate alternative to oil. While the transition is made to renewable energy in the long-run, other offshore oil and gas alternatives should be found in the short-to-medium run.",Alternatives to oil should be found now.,1,majority,-1,majority
US offshore oil drilling,"Renewable energy is not yet an adequate alternative to oil. While the transition is made to renewable energy in the long-run, other offshore oil and gas alternatives should be found in the short-to-medium run.",Renewable energy is not a good alternative to oil,0,defeasible,-1,very confident
US offshore oil drilling,Opening more of America's coastlines to oil and natural gas drilling won't cut energy prices anytime soon. And it won't greatly reduce the country's dependence on foreign oil. [...] But it could [...] soften the blow of future price spikes.,Offshore oil drilling will lower oil prices,-1,very confident,-1,majority
US offshore oil drilling,Opening more of America's coastlines to oil and natural gas drilling won't cut energy prices anytime soon. And it won't greatly reduce the country's dependence on foreign oil. [...] But it could [...] soften the blow of future price spikes.,More oil drilling will not lower gas prices,1,majority,-1,very confident
US offshore oil drilling,Opening more of America's coastlines to oil and natural gas drilling won't cut energy prices anytime soon. And it won't greatly reduce the country's dependence on foreign oil. [...] But it could [...] soften the blow of future price spikes.,Offshore oil helps mitigate spikes in oil prices,1,very confident,-1,very confident
US offshore oil drilling,"Renewable energy is not yet an adequate alternative to oil. While the transition is made to renewable energy in the long-run, other offshore oil and gas alternatives should be found in the short-to-medium run.",Saddam Hussein would have re-started Iraq's WMD program some-day.,-1,very confident,-1,very confident
US offshore oil drilling,Opening more of America's coastlines to oil and natural gas drilling won't cut energy prices anytime soon. And it won't greatly reduce the country's dependence on foreign oil. [...] But it could [...] soften the blow of future price spikes.,Animals belong in their natural habitat in the wild.,-1,very confident,-1,very confident
US offshore oil drilling,"Renewable energy is not yet an adequate alternative to oil. While the transition is made to renewable energy in the long-run, other offshore oil and gas alternatives should be found in the short-to-medium run.",Alternatives to oil and gas are needed in short-term.,1,very confident,-1,very confident
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.","Demand for water increases with population growth, so it does not respond to market signals in the way other resources do.",-1,very confident,-1,very confident
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.",A comprehensive US energy plan must include offshore drilling,1,very confident,1,majority
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.",Offshore drilling helps solve US energy crisis,1,majority,-1,very confident
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.",Offshore drilling can help solve US energy crisis,1,majority,-1,very confident
US offshore oil drilling,"Critics note that the potential supplies offshore are a tiny part of the world market, but even so the Interior Department's estimates range from 39 billion to 62 billion barrels of oil. We use 7 billion barrels a year, so if the oil is really there, it could be five to nine years worth. True, robust production wouldn't kick in for a decade or more. But that same argument helped block action 10 years ago. Domestic gas supplies, meanwhile, are massive and underutilized.","US offshore oil is significant, can have big market impact",-1,majority,1,majority
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.",Offshore drilling can help solve US energy crisis,1,majority,-1,very confident
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.",US should not drill for oil while suffering energy crisis,-1,very confident,-1,majority
US offshore oil drilling,"The fundamental problem is this: there is a finite amount of fossil fuel. The more of it we find and burn, the more carbon we put into the atmosphere, and the more severe the greenhouse effect becomes. Once the carbon is in the atmosphere, it stays there. If we want to limit climate change, what we have to do, one way or another, is to leave fuels in the ground wherever possible, not find and burn them.",Offshore oil drilling releases more greenhouse gases,1,very confident,-1,majority
US offshore oil drilling,"The fundamental problem is this: there is a finite amount of fossil fuel. The more of it we find and burn, the more carbon we put into the atmosphere, and the more severe the greenhouse effect becomes. Once the carbon is in the atmosphere, it stays there. If we want to limit climate change, what we have to do, one way or another, is to leave fuels in the ground wherever possible, not find and burn them.","The more fossil fuels we burn, the more carbon goes into the atmosphere",1,very confident,-1,very confident
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.",Turkey will not need EU membership to receive investment.,-1,very confident,-1,very confident
US offshore oil drilling,Opening more of America's coastlines to oil and natural gas drilling won't cut energy prices anytime soon. And it won't greatly reduce the country's dependence on foreign oil. [...] But it could [...] soften the blow of future price spikes.,Offshore oil drilling will not lower energy prices,1,majority,-1,very confident
US offshore oil drilling,"Offshore oil production makes economic sense. It creates jobs and helps fulfill America's vast energy needs. It contributes to the gross domestic product and does not increase the trade deficit. Higher oil supply helps keep a lid on rising prices, and greater American production gives the United States more influence over the global market.",Offshore oil drilling helps stabilize US economy,1,very confident,-1,majority
US offshore oil drilling,"Offshore oil rigs in the western Gulf of Mexico, one of the exceptions to the ban imposed by Congress, endured Hurricane Katrina without spills.","Offshore drilling rigs are resilient, withstanding even hurricanes",1,majority,-1,very confident
US offshore oil drilling,"Offshore oil rigs in the western Gulf of Mexico, one of the exceptions to the ban imposed by Congress, endured Hurricane Katrina without spills.",Offshore oil rigs in Gulf of Mexico escaped spills,1,very confident,-1,very confident
US offshore oil drilling,"Offshore oil rigs in the western Gulf of Mexico, one of the exceptions to the ban imposed by Congress, endured Hurricane Katrina without spills.",Offshore oil rigs are capable of responding to disaster,1,majority,-1,majority
US offshore oil drilling,"The fundamental problem is this: there is a finite amount of fossil fuel. The more of it we find and burn, the more carbon we put into the atmosphere, and the more severe the greenhouse effect becomes. Once the carbon is in the atmosphere, it stays there. If we want to limit climate change, what we have to do, one way or another, is to leave fuels in the ground wherever possible, not find and burn them.",Offshore oil drilling releases more greenhouse gases,1,very confident,-1,majority
US offshore oil drilling,"Offshore oil rigs in the western Gulf of Mexico, one of the exceptions to the ban imposed by Congress, endured Hurricane Katrina without spills.",Offshore oil rigs survived Katrina without spills,1,very confident,-1,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Transporting offshore oil to shores by ship has environmental costs.,1,very confident,1,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Large oil spills can be caused by large oil tankers,1,very confident,-1,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Large oil drilling rigs are often anchored offshore,-1,majority,1,majority
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Oil drilling releases significant pollutants into the ocean,1,very confident,1,majority
US offshore oil drilling,"The fundamental problem is this: there is a finite amount of fossil fuel. The more of it we find and burn, the more carbon we put into the atmosphere, and the more severe the greenhouse effect becomes. Once the carbon is in the atmosphere, it stays there. If we want to limit climate change, what we have to do, one way or another, is to leave fuels in the ground wherever possible, not find and burn them.",Withdrawing from Iraq prematurely would be as disastrous as withdrawing from Vietnam,-1,very confident,-1,very confident
US offshore oil drilling,"The fundamental problem is this: there is a finite amount of fossil fuel. The more of it we find and burn, the more carbon we put into the atmosphere, and the more severe the greenhouse effect becomes. Once the carbon is in the atmosphere, it stays there. If we want to limit climate change, what we have to do, one way or another, is to leave fuels in the ground wherever possible, not find and burn them.",Offshore drilling only adds more C02 to atmosphere,1,very confident,-1,majority
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Need for water does not qualify water as a right.,-1,very confident,-1,very confident
US offshore oil drilling,"Critics note that the potential supplies offshore are a tiny part of the world market, but even so the Interior Department's estimates range from 39 billion to 62 billion barrels of oil. We use 7 billion barrels a year, so if the oil is really there, it could be five to nine years worth. True, robust production wouldn't kick in for a decade or more. But that same argument helped block action 10 years ago. Domestic gas supplies, meanwhile, are massive and underutilized.",US engagement in Libya has UN/NATO legal authorization.,-1,very confident,-1,very confident
US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,Multi-track year-round schools often become overcrowded,-1,very confident,-1,very confident
US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,US nuclear industry would benefit from nuclear deal with India.,1,majority,-1,very confident
US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",The US and India have a history of peaceful nuclear relations.,1,majority,-1,majority
US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",Non-payment of dues is an infringement of international law:,-1,very confident,-1,very confident
US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,The US-India nuclear deal will benefit US exports,1,very confident,1,majority
US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,US-Indian nuclear deal will benefit US industry,1,very confident,-1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",A US-Indian nuclear deal will worsen relations,0,defeasible,-1,confident
US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.",Courtroom rants of terrorists only expose them as hateful fools,-1,very confident,-1,very confident
US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.",Sending nuclear fuel to India frees its own uranium for more bombs.,1,very confident,-1,very confident
US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.",Bombing North Korea frees up Indian resources,-1,very confident,-1,very confident
US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.",Nuclear arms free India to make more weapons,-1,very confident,-1,very confident
US-Indian nuclear deal,The United States also stands to benefit from the proposed arrangement. It will enable the United States to sell India nuclear reactors and an array of related equipment.,The US will be able to sell nuclear equipment to India,1,very confident,-1,very confident
US-Indian nuclear deal,"Henry Sokolski, executive director of the Nonproliferation Policy Education Center - ""We are going to be sending, or allowing others to send, fresh fuel to India—including yellowcake and lightly enriched uraniumt—that will free up Indian domestic sources of fuel to be solely dedicated to making many more bombs than they would otherwise have been able to make.",Nuclear deal allows US to send more nuclear weapons.,-1,majority,-1,majority
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",US-Indian relations are strained due to tensions,-1,confident,0,defeasible
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Iran's nuclear program could become our enemy,1,majority,1,majority
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Friendly countries can become adversaries,1,very confident,-1,very confident
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Nuclear deal could backfire if India becomes a foe of the US.,1,very confident,1,very confident
US-Indian nuclear deal,"We all know that friendly states can also be problem states, as is evident in Pakistan. Yesterday’s friend can become tomorrow’s adversary, and vice versa. Teheran’s nuclear program, for example, dates back to our late friend, the Shah of Iran.",Offshore oil helps mitigate spikes in oil prices,-1,very confident,-1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,The nuclear deal will open the door to other technologies,1,very confident,1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,The US-Indian nuclear deal will give India access to US technology,1,very confident,-1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,The deal opens the possibility of trade facilitation,-1,majority,-1,majority
US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",The US has supported India's nuclear program for decades,1,very confident,-1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-Indian nuclear deal could weaken Pakistan's nuclear program,1,majority,-1,majority
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-India relations could intensify nuclear rivalry,1,majority,-1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",US-India nuclear deal heightens India-Pakistan nuclear tensions.,1,confident,1,confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,US can supply India with high technology that will help it modernize.,1,very confident,1,very confident
US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,The United States and India have a special relationship,1,very confident,-1,very confident
US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,India and the United States have a special relationship,1,very confident,-1,very confident
US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,India and the United States are important trading partners,1,very confident,-1,majority
US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,Nuclear deal is justified by India and USA being largest democracies.,1,majority,-1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,Turkey is an important ally in the Middle East,-1,very confident,-1,very confident
US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",The U.S. and India have historically good relations,1,majority,-1,majority
US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.",US helped India develop nuclear energy.,1,very confident,-1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.","Old memories, old symbols. What's gone, is gone.",-1,confident,-1,majority
US-Indian nuclear deal,The United States and India hold a unique bond in the simple fact that they are the world's two largest democracies. This warrants a special relationship in trading nuclear fuels as well as technology for nuclear energy.,Deal's cuts more modest than GOP wanted; easier on econ.,-1,very confident,-1,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Underground mining and milling is harmful,1,majority,1,majority
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Mining and milling of uranium is inefficient,-1,majority,-1,majority
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Animals do not have rights so can be held in captivity.,-1,very confident,-1,very confident
Underground nuclear waste storage,"Claes Thegerstroem of Sweden’s Nuclear Fuel and Waste Management group: ""We can never say it is completely safe. If we start to speak like that, sooner or later, people will understand we are not telling the truth. But we can say, of all the options, this is the best option. Everything else is less safe.",Underground nuclear waste storage is the best option,1,very confident,-1,very confident
Underground nuclear waste storage,"Claes Thegerstroem of Sweden’s Nuclear Fuel and Waste Management group: ""We can never say it is completely safe. If we start to speak like that, sooner or later, people will understand we are not telling the truth. But we can say, of all the options, this is the best option. Everything else is less safe.",Underground nuclear waste storage is best option,1,very confident,-1,majority
Underground nuclear waste storage,"Claes Thegerstroem of Sweden’s Nuclear Fuel and Waste Management group: ""We can never say it is completely safe. If we start to speak like that, sooner or later, people will understand we are not telling the truth. But we can say, of all the options, this is the best option. Everything else is less safe.",Nuclear power is the safest option,-1,confident,0,defeasible
Underground nuclear waste storage,"Claes Thegerstroem of Sweden’s Nuclear Fuel and Waste Management group: ""We can never say it is completely safe. If we start to speak like that, sooner or later, people will understand we are not telling the truth. But we can say, of all the options, this is the best option. Everything else is less safe.",Underground nuclear waste storage is safest option,1,very confident,-1,majority
Underground nuclear waste storage,"Claes Thegerstroem of Sweden’s Nuclear Fuel and Waste Management group: ""We can never say it is completely safe. If we start to speak like that, sooner or later, people will understand we are not telling the truth. But we can say, of all the options, this is the best option. Everything else is less safe.",Video games can be played for a flexible period of time.,-1,very confident,-1,very confident
Underground nuclear waste storage,"Nuclear waste storage is hugely expensive and requires large subsidies for projects like the Yucca Mountain waste repository site, which cost tens of billions of dollars since the 1990s, and yet which did not end up materializing.",Nuclear waste storage costs are too high.,1,very confident,-1,very confident
Underground nuclear waste storage,"Nuclear waste storage is hugely expensive and requires large subsidies for projects like the Yucca Mountain waste repository site, which cost tens of billions of dollars since the 1990s, and yet which did not end up materializing.",Nuclear waste storage is too expensive.,1,very confident,-1,very confident
Underground nuclear waste storage,"Nuclear waste storage is hugely expensive and requires large subsidies for projects like the Yucca Mountain waste repository site, which cost tens of billions of dollars since the 1990s, and yet which did not end up materializing.",Nuclear waste disposal requires huge subsidies,1,very confident,-1,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",The worst part of uranium mining is hidden,1,very confident,1,majority
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",Nuclear energy requires harmful mining/milling of uranium.,1,very confident,1,very confident
Underground nuclear waste storage,"Nuclear waste storage is hugely expensive and requires large subsidies for projects like the Yucca Mountain waste repository site, which cost tens of billions of dollars since the 1990s, and yet which did not end up materializing.",Offering rights to animals based on evolution is a slippery slope.,-1,very confident,-1,very confident
Underground nuclear waste storage,"Nuclear waste storage is hugely expensive and requires large subsidies for projects like the Yucca Mountain waste repository site, which cost tens of billions of dollars since the 1990s, and yet which did not end up materializing.",Nuclear waste storage requires huge state subsidies.,1,very confident,-1,very confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,The United States is capable of provoking a democratic movement in Pakistan,1,very confident,1,confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,Pressure on Pakistan is a good way to force democracy,1,majority,1,majority
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,Democracies can be induced by aid,1,majority,-1,confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,We have to be on the side of the Pakistani people.,-1,very confident,-1,very confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,"The US is subjecting itself to ""imperial overstretch"" in Iraq",-1,very confident,-1,majority
Unilateral US military strike inside Pakistan,"While it is true that there is an element of instability in Pakistan, consider Israel. Israel is a country that constantly deals with suicide bombers and terrorists and has long been suspected of having nuclear weapons. It is as ridiculous to say that Israel's weapons will fall into the hands of terrorists as it is to say that Pakistan's weapons will. Both are countries with strong military presence internally and both prioritize internal defense.",Pakistan's nuclear weapons are not vulnerable to terrorist attacks,1,majority,-1,majority
Unilateral US military strike inside Pakistan,"While it is true that there is an element of instability in Pakistan, consider Israel. Israel is a country that constantly deals with suicide bombers and terrorists and has long been suspected of having nuclear weapons. It is as ridiculous to say that Israel's weapons will fall into the hands of terrorists as it is to say that Pakistan's weapons will. Both are countries with strong military presence internally and both prioritize internal defense.","Israel has a strong military presence, unlike Pakistan",-1,very confident,-1,majority
Unilateral US military strike inside Pakistan,"While it is true that there is an element of instability in Pakistan, consider Israel. Israel is a country that constantly deals with suicide bombers and terrorists and has long been suspected of having nuclear weapons. It is as ridiculous to say that Israel's weapons will fall into the hands of terrorists as it is to say that Pakistan's weapons will. Both are countries with strong military presence internally and both prioritize internal defense.",Israel's nuclear weapons are no threat to Pakistan,-1,very confident,-1,majority
Unilateral US military strike inside Pakistan,"While it is true that there is an element of instability in Pakistan, consider Israel. Israel is a country that constantly deals with suicide bombers and terrorists and has long been suspected of having nuclear weapons. It is as ridiculous to say that Israel's weapons will fall into the hands of terrorists as it is to say that Pakistan's weapons will. Both are countries with strong military presence internally and both prioritize internal defense.",The situation with Pakistan is globally non unique.,-1,majority,-1,majority
Unilateral US military strike inside Pakistan,"The Paksitani people seek a legitimate government that reflects its will. But the U.S. has been aiding Musharaff, a dictator, so on the political front the people's calls for democracy have been stifled to some degree by America. A unilateral U.S. action would add insult to injury in this regard, as it would be a gross violation of Pakistani sovereignty and another blow to the democratic movement of peoples to represent themselves.",Unilateral US strikes would undermine Pakistan's democracy,1,very confident,-1,very confident
Unilateral US military strike inside Pakistan,"The Paksitani people seek a legitimate government that reflects its will. But the U.S. has been aiding Musharaff, a dictator, so on the political front the people's calls for democracy have been stifled to some degree by America. A unilateral U.S. action would add insult to injury in this regard, as it would be a gross violation of Pakistani sovereignty and another blow to the democratic movement of peoples to represent themselves.",The Paksitani people are entitled to their own government,-1,majority,-1,majority
Unilateral US military strike inside Pakistan,"Pakistan has their own version of the PAL system that the U.S. uses to secure weapons. In fact the Pakistani warheads are most likely safer than the Russian nuclear missiles. Several government officials, and generals have reported from Pakistan firsthand that the weapons are secured.",Pakistan has its own version of the PAL system,1,very confident,-1,very confident
